name,street,city,state,zip,type,facility_type,specialty,link,msa_name,msa_code,msa_population,msa_median_household_income,pct_under_18,pct_18_34,pct_35_54,pct_55_64,pct_65_plus,median_age,msa_total_population,age_mix_summary,age_mix_category,zip_total_population,zip_population_density,zip_median_household_income,zip_median_home_value,zip_population_growth_rate,zip_under_5,zip_age_5_17,zip_age_18_24,zip_age_25_34,zip_age_35_44,zip_age_45_54,zip_age_55_64,zip_age_65_74,zip_age_75_84,zip_age_85_plus,zip_pct_under_5,zip_pct_age_5_17,zip_pct_age_18_24,zip_pct_age_25_34,zip_pct_age_35_44,zip_pct_age_45_54,zip_pct_age_55_64,zip_pct_age_65_74,zip_pct_age_75_84,zip_pct_age_85_plus,zip_growth_under_18,zip_growth_18_34,zip_growth_35_54,zip_growth_55_64,zip_growth_65_plus,attractiveness_score,attractiveness_category,attractiveness_color,density_score,growth_score,senior_score,income_score,young_family_score,senior_population_pct,young_family_pct,lat,lon,"discharges (inpatient volume, 2023)",patient_days (2023),cmi (12/2023)
SSM Health Medical Group,704 S. Eighth St.,McLoud,OK,74851,,Clinic (or Outpatient Clinic),,https://www.getcare.ssmhealth.com/locations/location-details/st-anthony-physicians-group-family-medicine-mccloud?specialty=,"Shawnee, OK Metropolitan Statistical Area",43060.0,8105.324,70729.0,23.8,19.2,25.7,15.8,15.5,37.4,73000.0,"Under 18: 23.8%, 18-34: 19.2%, 35-54: 25.7%, 55-64: 15.8%, 65+: 15.5%",Balanced Age Mix,519.0,11.533333333333331,70232.0,305417.0,1.039829333089879,24.0,74.0,32.0,67.0,62.0,67.0,62.0,56.0,40.0,29.0,4.624277456647398,14.258188824662811,6.165703275529865,12.909441233140656,11.946050096339114,12.909441233140656,11.946050096339114,10.789980732177264,7.70712909441233,5.5876685934489405,0.831863466471903,1.2477951997078545,0.9358463997808908,1.1438122663988666,1.559743999634818,73.89660056657223,High,#ff7f0e,12.393767705382436,79.46175637393767,133.55524079320114,102.52124645892351,10.127478753541077,24.08477842003853,18.882466281310208,35.4358996,-97.0914163,,,
SSM Health Medical Group,18961 N.E. 23rd St.,Harrah,OK,73045,,Clinic (or Outpatient Clinic),,https://www.getcare.ssmhealth.com/locations/location-details/medical-group-harrah-oklahoma?specialty=,"Shawnee, OK Metropolitan Statistical Area",43060.0,184.259,70729.0,23.8,19.2,25.7,15.8,15.5,37.4,73000.0,"Under 18: 23.8%, 18-34: 19.2%, 35-54: 25.7%, 55-64: 15.8%, 65+: 15.5%",Balanced Age Mix,9.0,0.2,53129.0,207258.0,0.9881449919866458,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,11.11111111111111,11.11111111111111,11.11111111111111,11.11111111111111,0.0,0.0,0.0,0.7905159935893167,1.185773990383975,0.8893304927879813,1.0869594911853104,1.4822174879799688,21.27691218130312,Low,#d62728,1.947592067988669,77.30169971671388,1.0977337110481586,24.26699716713881,2.0184135977337108,0.0,11.11111111111111,35.4895085,-97.1636408,,,
SSM Health Medical Group,2749 Progressive Drive,Edmond,OK,73034,,Clinic (or Outpatient Clinic),Pediatrics,https://www.getcare.ssmhealth.com/locations/location-details/medical-group-edmond-ok?specialty=Pediatrics,"Oklahoma City, OK Metropolitan Statistical Area",36420.0,43624.298,91131.0,24.1,20.8,25.3,15.2,14.6,36.9,1400000.0,"Under 18: 24.1%, 18-34: 20.8%, 35-54: 25.3%, 55-64: 15.2%, 65+: 14.6%",Balanced Age Mix,2022.0,44.93333333333333,71647.0,269765.0,1.3363538889353133,97.0,291.0,127.0,262.0,242.0,262.0,242.0,218.0,157.0,113.0,4.797230464886251,14.391691394658752,6.280909990108803,12.957467853610286,11.968348170128586,12.957467853610286,11.968348170128586,10.781404549950544,7.764589515331355,5.588526211671612,1.0690831111482506,1.603624666722376,1.202718500041782,1.4699892778288448,2.0045308334029697,87.61012747875355,Very High,#1f77b4,43.73229461756374,85.58781869688386,139.15722379603395,107.62393767705385,32.45396600566573,24.13452027695351,19.188921859545005,35.6571367,-97.4649038,,,
SSM Health Medical Group,"2749 Progressive Drive, Suite A",Edmond,OK,73034,,Imaging Center / Radiology,Radiology,https://www.getcare.ssmhealth.com/locations/location-details/medical-group-edmond-ok?specialty=Radiology,"Oklahoma City, OK Metropolitan Statistical Area",36420.0,43624.298,91131.0,24.1,20.8,25.3,15.2,14.6,36.9,1400000.0,"Under 18: 24.1%, 18-34: 20.8%, 35-54: 25.3%, 55-64: 15.2%, 65+: 14.6%",Balanced Age Mix,2022.0,44.93333333333333,71647.0,269765.0,1.3363538889353133,97.0,291.0,127.0,262.0,242.0,262.0,242.0,218.0,157.0,113.0,4.797230464886251,14.391691394658752,6.280909990108803,12.957467853610286,11.968348170128586,12.957467853610286,11.968348170128586,10.781404549950544,7.764589515331355,5.588526211671612,1.0690831111482506,1.603624666722376,1.202718500041782,1.4699892778288448,2.0045308334029697,87.61012747875355,Very High,#1f77b4,43.73229461756374,85.58781869688386,139.15722379603395,107.62393767705385,32.45396600566573,24.13452027695351,19.188921859545005,35.6571367,-97.4649038,,,
SSM Health Medical Group,418 E. Walnut St.,Tecumseh,OK,74873,,Laboratory / Lab,Laboratory,https://www.ssmhealth.com/locations/location-details/primary-care-tecumseh,"Shawnee, OK Metropolitan Statistical Area",43060.0,12305.81,70729.0,23.8,19.2,25.7,15.8,15.5,37.4,73000.0,"Under 18: 23.8%, 18-34: 19.2%, 35-54: 25.7%, 55-64: 15.8%, 65+: 15.5%",Balanced Age Mix,459.0,10.2,54857.0,206904.0,1.113460592841006,22.0,66.0,28.0,59.0,55.0,59.0,55.0,49.0,35.0,25.0,4.793028322440087,14.37908496732026,6.100217864923748,12.854030501089325,11.98257080610022,12.854030501089325,11.98257080610022,10.675381263616558,7.625272331154684,5.446623093681917,0.8907684742728048,1.336152711409207,1.0021145335569055,1.2248066521251066,1.670190889261509,57.23902266288952,Medium,#2ca02c,11.862606232294617,80.70113314447592,115.06373937677051,31.66784702549576,30.33640226628896,23.74727668845316,19.172113289760347,35.260615,-96.9325898,,,
SSM Health Medical Group,15679 N.E. 23rd St.,Choctaw,OK,73020,,Clinic (or Outpatient Clinic),,https://www.getcare.ssmhealth.com/locations/location-details/st-anthony-physicians-group-choctaw?specialty=,"Oklahoma City, OK Metropolitan Statistical Area",36420.0,22673.059,91131.0,24.1,20.8,25.3,15.2,14.6,36.9,1400000.0,"Under 18: 24.1%, 18-34: 20.8%, 35-54: 25.3%, 55-64: 15.2%, 65+: 14.6%",Balanced Age Mix,1103.0,24.51111111111112,58152.0,259201.0,1.4378028909565026,52.0,158.0,69.0,143.0,132.0,143.0,132.0,119.0,86.0,61.0,4.71441523118767,14.324569356300998,6.255666364460562,12.964641885766092,11.967361740707162,12.964641885766092,11.967361740707162,10.788757932910244,7.796917497733455,5.530371713508613,1.1502423127652022,1.725363469147803,1.2940226018608525,1.581583180052153,2.156704336434754,70.10977337110482,High,#ff7f0e,29.3201133144476,98.44192634560906,135.5382436260623,40.50991501416431,11.04815864022663,24.11604714415231,19.038984587488667,35.4975654,-97.2689263,,,
SSM Health Behavioral Health,"416 W. 15th St., Suite 720",Edmond,OK,73013,,Clinic (or Outpatient Clinic),Behavioral Health,https://www.ssmhealth.com/locations/location-details/st-anthony-outpatient-behavioral-health-edmond,"Oklahoma City, OK Metropolitan Statistical Area",36420.0,47866.186,91131.0,24.1,20.8,25.3,15.2,14.6,36.9,1400000.0,"Under 18: 24.1%, 18-34: 20.8%, 35-54: 25.3%, 55-64: 15.2%, 65+: 14.6%",Balanced Age Mix,2450.0,54.44444444444444,51320.0,191488.0,1.293095909903545,117.0,352.0,154.0,318.0,294.0,318.0,294.0,264.0,191.0,137.0,4.775510204081632,14.36734693877551,6.285714285714287,12.979591836734697,12.0,12.979591836734697,12.0,10.775510204081632,7.795918367346939,5.591836734693877,1.0344767279228362,1.551715091884254,1.1637863189131905,1.4224055008938996,1.9396438648553176,70.12145892351275,High,#ff7f0e,46.919263456090654,83.03824362606233,139.95042492917847,19.82648725212465,28.31090651558074,24.163265306122447,19.142857142857142,35.6571367,-97.4649038,,,
SSM Health Medical Group | Crossway Medical Clinic,609 W. Memorial Road,Oklahoma City,OK,73114,,Clinic (or Outpatient Clinic),,https://www.getcare.ssmhealth.com/locations/location-details/medical-group-memorial-road?specialty=,"Oklahoma City, OK Metropolitan Statistical Area",36420.0,18981.738,91131.0,24.1,20.8,25.3,15.2,14.6,36.9,1400000.0,"Under 18: 24.1%, 18-34: 20.8%, 35-54: 25.3%, 55-64: 15.2%, 65+: 14.6%",Balanced Age Mix,980.0,21.77777777777778,65241.0,238442.0,1.1024197562373907,47.0,141.0,61.0,127.0,117.0,127.0,117.0,105.0,76.0,54.0,4.795918367346939,14.387755102040815,6.224489795918367,12.959183673469388,11.93877551020408,12.959183673469388,11.93877551020408,10.714285714285714,7.755102040816326,5.510204081632653,0.8819358049899126,1.3229037074848689,0.9921777806136516,1.21266173186113,1.653629634356086,70.42776203966005,High,#ff7f0e,22.1671388101983,80.16997167138811,122.64872521246456,75.02124645892351,31.85552407932012,23.97959183673469,19.18367346938776,35.6091766,-97.5239025,,,
SSM Health Medical Group | Crossway Medical Clinic,609 W. Memorial Road,Oklahoma City,OK,73114,,Clinic (or Outpatient Clinic),Family Medicine,https://www.getcare.ssmhealth.com/locations/location-details/medical-group-memorial-road?specialty=Family%20Medicine,"Oklahoma City, OK Metropolitan Statistical Area",36420.0,18981.738,91131.0,24.1,20.8,25.3,15.2,14.6,36.9,1400000.0,"Under 18: 24.1%, 18-34: 20.8%, 35-54: 25.3%, 55-64: 15.2%, 65+: 14.6%",Balanced Age Mix,980.0,21.77777777777778,65241.0,238442.0,1.1024197562373907,47.0,141.0,61.0,127.0,117.0,127.0,117.0,105.0,76.0,54.0,4.795918367346939,14.387755102040815,6.224489795918367,12.959183673469388,11.93877551020408,12.959183673469388,11.93877551020408,10.714285714285714,7.755102040816326,5.510204081632653,0.8819358049899126,1.3229037074848689,0.9921777806136516,1.21266173186113,1.653629634356086,70.42776203966005,High,#ff7f0e,22.1671388101983,80.16997167138811,122.64872521246456,75.02124645892351,31.85552407932012,23.97959183673469,19.18367346938776,35.6091766,-97.5239025,,,
SSM Health Medical Group - Orthopedics - East Oklahoma City,9020 E. Reno Ave.,Midwest City,OK,73130,,Clinic (or Outpatient Clinic),Orthopedics,https://www.ssmhealth.com/locations/location-details/orthopedics-reno-midwest-city-oklahoma,"Oklahoma City, OK Metropolitan Statistical Area",36420.0,21179.314,91131.0,24.1,20.8,25.3,15.2,14.6,36.9,1400000.0,"Under 18: 24.1%, 18-34: 20.8%, 35-54: 25.3%, 55-64: 15.2%, 65+: 14.6%",Balanced Age Mix,777.0,17.266666666666666,62020.0,248256.0,1.369305548183177,37.0,111.0,48.0,101.0,93.0,101.0,93.0,83.0,60.0,43.0,4.761904761904762,14.285714285714285,6.177606177606178,12.998712998713,11.96911196911197,12.998712998713,11.96911196911197,10.682110682110682,7.722007722007722,5.534105534105534,1.0954444385465416,1.6431666578198123,1.2323749933648591,1.5062361030014948,2.0539583222747657,65.72273371104816,High,#ff7f0e,15.757790368271952,92.38668555240793,117.542492917847,63.68626062322948,11.83073654390935,23.93822393822394,19.047619047619047,35.4530542,-97.3707357,,,
SSM Health Pain Care,"9020 E. Reno Ave., Second Fl",Midwest City,OK,73130,,Clinic (or Outpatient Clinic),Pain Management,https://www.ssmhealth.com/locations/location-details/pain-care-9020-e-reno-ave-midwest-city-ok,"Oklahoma City, OK Metropolitan Statistical Area",36420.0,21179.314,91131.0,24.1,20.8,25.3,15.2,14.6,36.9,1400000.0,"Under 18: 24.1%, 18-34: 20.8%, 35-54: 25.3%, 55-64: 15.2%, 65+: 14.6%",Balanced Age Mix,777.0,17.266666666666666,62020.0,248256.0,1.369305548183177,37.0,111.0,48.0,101.0,93.0,101.0,93.0,83.0,60.0,43.0,4.761904761904762,14.285714285714285,6.177606177606178,12.998712998713,11.96911196911197,12.998712998713,11.96911196911197,10.682110682110682,7.722007722007722,5.534105534105534,1.0954444385465416,1.6431666578198123,1.2323749933648591,1.5062361030014948,2.0539583222747657,65.72273371104816,High,#ff7f0e,15.757790368271952,92.38668555240793,117.542492917847,63.68626062322948,11.83073654390935,23.93822393822394,19.047619047619047,35.4530542,-97.3707357,,,
SSM Health Medical Group,9020 E. Reno Ave.,Midwest City,OK,73130,,Clinic (or Outpatient Clinic),,https://www.ssmhealth.com/locations/location-details/surgery-midwest-city-oklahoma,"Oklahoma City, OK Metropolitan Statistical Area",36420.0,21179.314,91131.0,24.1,20.8,25.3,15.2,14.6,36.9,1400000.0,"Under 18: 24.1%, 18-34: 20.8%, 35-54: 25.3%, 55-64: 15.2%, 65+: 14.6%",Balanced Age Mix,777.0,17.266666666666666,62020.0,248256.0,1.369305548183177,37.0,111.0,48.0,101.0,93.0,101.0,93.0,83.0,60.0,43.0,4.761904761904762,14.285714285714285,6.177606177606178,12.998712998713,11.96911196911197,12.998712998713,11.96911196911197,10.682110682110682,7.722007722007722,5.534105534105534,1.0954444385465416,1.6431666578198123,1.2323749933648591,1.5062361030014948,2.0539583222747657,65.72273371104816,High,#ff7f0e,15.757790368271952,92.38668555240793,117.542492917847,63.68626062322948,11.83073654390935,23.93822393822394,19.047619047619047,35.4530542,-97.3707357,,,
SSM Health Saints Heart,"9020 E. Reno Ave., Suite 200",Midwest City,OK,73130,,Clinic (or Outpatient Clinic),Cardiology,https://www.ssmhealth.com/locations/location-details/heart-vascular-midwest-city-oklahoma,"Oklahoma City, OK Metropolitan Statistical Area",36420.0,21179.314,91131.0,24.1,20.8,25.3,15.2,14.6,36.9,1400000.0,"Under 18: 24.1%, 18-34: 20.8%, 35-54: 25.3%, 55-64: 15.2%, 65+: 14.6%",Balanced Age Mix,777.0,17.266666666666666,62020.0,248256.0,1.369305548183177,37.0,111.0,48.0,101.0,93.0,101.0,93.0,83.0,60.0,43.0,4.761904761904762,14.285714285714285,6.177606177606178,12.998712998713,11.96911196911197,12.998712998713,11.96911196911197,10.682110682110682,7.722007722007722,5.534105534105534,1.0954444385465416,1.6431666578198123,1.2323749933648591,1.5062361030014948,2.0539583222747657,65.72273371104816,High,#ff7f0e,15.757790368271952,92.38668555240793,117.542492917847,63.68626062322948,11.83073654390935,23.93822393822394,19.047619047619047,35.4530542,-97.3707357,,,
SSM Health Medical Group,"9020 E. Reno Ave., Second Fl",Midwest City,OK,73130,,Clinic (or Outpatient Clinic),Urology,https://www.ssmhealth.com/locations/location-details/urology-midwest-city-oklahoma,"Oklahoma City, OK Metropolitan Statistical Area",36420.0,21179.314,91131.0,24.1,20.8,25.3,15.2,14.6,36.9,1400000.0,"Under 18: 24.1%, 18-34: 20.8%, 35-54: 25.3%, 55-64: 15.2%, 65+: 14.6%",Balanced Age Mix,777.0,17.266666666666666,62020.0,248256.0,1.369305548183177,37.0,111.0,48.0,101.0,93.0,101.0,93.0,83.0,60.0,43.0,4.761904761904762,14.285714285714285,6.177606177606178,12.998712998713,11.96911196911197,12.998712998713,11.96911196911197,10.682110682110682,7.722007722007722,5.534105534105534,1.0954444385465416,1.6431666578198123,1.2323749933648591,1.5062361030014948,2.0539583222747657,65.72273371104816,High,#ff7f0e,15.757790368271952,92.38668555240793,117.542492917847,63.68626062322948,11.83073654390935,23.93822393822394,19.047619047619047,35.4530542,-97.3707357,,,
SSM Health Sleep Services,"6205 N. Santa Fe Ave., Suite 201",Oklahoma City,OK,73118,,Clinic (or Outpatient Clinic),,https://www.ssmhealth.com/locations/location-details/sleep-services-north-oklahoma-city,"Oklahoma City, OK Metropolitan Statistical Area",36420.0,14785.97,91131.0,24.1,20.8,25.3,15.2,14.6,36.9,1400000.0,"Under 18: 24.1%, 18-34: 20.8%, 35-54: 25.3%, 55-64: 15.2%, 65+: 14.6%",Balanced Age Mix,781.0,17.355555555555554,64205.0,239818.0,1.0175455746946196,37.0,112.0,49.0,101.0,93.0,101.0,93.0,84.0,60.0,43.0,4.737516005121639,14.340588988476313,6.274007682458387,12.93213828425096,11.907810499359796,12.93213828425096,11.907810499359796,10.755441741357236,7.682458386683738,5.505761843790013,0.8140364597556957,1.2210546896335437,0.9157910172251577,1.1193001321640816,1.5263183620419294,65.37747875354108,High,#ff7f0e,16.855524079320112,78.04532577903683,119.07932011331444,72.2946175637394,13.257790368271952,23.943661971830984,19.07810499359796,35.4729886,-97.5170536,,,
SSM Health Medical Group,"6205 N. Santa Fe Ave., Suite 201",Oklahoma City,OK,73118,,Clinic (or Outpatient Clinic),Endocrinology,https://www.ssmhealth.com/locations/location-details/endocrinology-oklahoma-city,"Oklahoma City, OK Metropolitan Statistical Area",36420.0,14785.97,91131.0,24.1,20.8,25.3,15.2,14.6,36.9,1400000.0,"Under 18: 24.1%, 18-34: 20.8%, 35-54: 25.3%, 55-64: 15.2%, 65+: 14.6%",Balanced Age Mix,781.0,17.355555555555554,64205.0,239818.0,1.0175455746946196,37.0,112.0,49.0,101.0,93.0,101.0,93.0,84.0,60.0,43.0,4.737516005121639,14.340588988476313,6.274007682458387,12.93213828425096,11.907810499359796,12.93213828425096,11.907810499359796,10.755441741357236,7.682458386683738,5.505761843790013,0.8140364597556957,1.2210546896335437,0.9157910172251577,1.1193001321640816,1.5263183620419294,65.37747875354108,High,#ff7f0e,16.855524079320112,78.04532577903683,119.07932011331444,72.2946175637394,13.257790368271952,23.943661971830984,19.07810499359796,35.4729886,-97.5170536,,,
Physical Therapy at SSM Health Outpatient Center,6201 N. Santa Fe Ave.,Oklahoma City,OK,73118,,Rehabilitation Center (or Physical Therapy),Physical Medicine,https://www.ssmhealth.com/locations/location-details/physical-therapy-outpatient-center,"Oklahoma City, OK Metropolitan Statistical Area",36420.0,14785.97,91131.0,24.1,20.8,25.3,15.2,14.6,36.9,1400000.0,"Under 18: 24.1%, 18-34: 20.8%, 35-54: 25.3%, 55-64: 15.2%, 65+: 14.6%",Balanced Age Mix,781.0,17.355555555555554,64205.0,239818.0,1.0175455746946196,37.0,112.0,49.0,101.0,93.0,101.0,93.0,84.0,60.0,43.0,4.737516005121639,14.340588988476313,6.274007682458387,12.93213828425096,11.907810499359796,12.93213828425096,11.907810499359796,10.755441741357236,7.682458386683738,5.505761843790013,0.8140364597556957,1.2210546896335437,0.9157910172251577,1.1193001321640816,1.5263183620419294,65.37747875354108,High,#ff7f0e,16.855524079320112,78.04532577903683,119.07932011331444,72.2946175637394,13.257790368271952,23.943661971830984,19.07810499359796,35.4729886,-97.5170536,,,
SSM Health Outpatient Center,6201 N. Santa Fe Ave.,Oklahoma City,OK,73118,,Clinic (or Outpatient Clinic),,https://www.ssmhealth.com/locations/location-details/st-anthony-north,"Oklahoma City, OK Metropolitan Statistical Area",36420.0,14785.97,91131.0,24.1,20.8,25.3,15.2,14.6,36.9,1400000.0,"Under 18: 24.1%, 18-34: 20.8%, 35-54: 25.3%, 55-64: 15.2%, 65+: 14.6%",Balanced Age Mix,781.0,17.355555555555554,64205.0,239818.0,1.0175455746946196,37.0,112.0,49.0,101.0,93.0,101.0,93.0,84.0,60.0,43.0,4.737516005121639,14.340588988476313,6.274007682458387,12.93213828425096,11.907810499359796,12.93213828425096,11.907810499359796,10.755441741357236,7.682458386683738,5.505761843790013,0.8140364597556957,1.2210546896335437,0.9157910172251577,1.1193001321640816,1.5263183620419294,65.37747875354108,High,#ff7f0e,16.855524079320112,78.04532577903683,119.07932011331444,72.2946175637394,13.257790368271952,23.943661971830984,19.07810499359796,35.4729886,-97.5170536,,,
SCORE Program at SSM Health Medical Group,"6201 N. Santa Fe Ave., Suite 2000",Oklahoma City,OK,73118,,Clinic (or Outpatient Clinic),,https://www.ssmhealth.com/locations/location-details/st-anthony-score,"Oklahoma City, OK Metropolitan Statistical Area",36420.0,14785.97,91131.0,24.1,20.8,25.3,15.2,14.6,36.9,1400000.0,"Under 18: 24.1%, 18-34: 20.8%, 35-54: 25.3%, 55-64: 15.2%, 65+: 14.6%",Balanced Age Mix,781.0,17.355555555555554,64205.0,239818.0,1.0175455746946196,37.0,112.0,49.0,101.0,93.0,101.0,93.0,84.0,60.0,43.0,4.737516005121639,14.340588988476313,6.274007682458387,12.93213828425096,11.907810499359796,12.93213828425096,11.907810499359796,10.755441741357236,7.682458386683738,5.505761843790013,0.8140364597556957,1.2210546896335437,0.9157910172251577,1.1193001321640816,1.5263183620419294,65.37747875354108,High,#ff7f0e,16.855524079320112,78.04532577903683,119.07932011331444,72.2946175637394,13.257790368271952,23.943661971830984,19.07810499359796,35.4729886,-97.5170536,,,
SSM Health Saints Heart,"4120 N. Classen Blvd., Suite 100",Oklahoma City,OK,73118,,Clinic (or Outpatient Clinic),Cardiology,https://www.ssmhealth.com/locations/location-details/heart-vascular-care-4120-n-classen-blvd,"Oklahoma City, OK Metropolitan Statistical Area",36420.0,14785.97,91131.0,24.1,20.8,25.3,15.2,14.6,36.9,1400000.0,"Under 18: 24.1%, 18-34: 20.8%, 35-54: 25.3%, 55-64: 15.2%, 65+: 14.6%",Balanced Age Mix,781.0,17.355555555555554,64205.0,239818.0,1.0175455746946196,37.0,112.0,49.0,101.0,93.0,101.0,93.0,84.0,60.0,43.0,4.737516005121639,14.340588988476313,6.274007682458387,12.93213828425096,11.907810499359796,12.93213828425096,11.907810499359796,10.755441741357236,7.682458386683738,5.505761843790013,0.8140364597556957,1.2210546896335437,0.9157910172251577,1.1193001321640816,1.5263183620419294,65.37747875354108,High,#ff7f0e,16.855524079320112,78.04532577903683,119.07932011331444,72.2946175637394,13.257790368271952,23.943661971830984,19.07810499359796,35.4729886,-97.5170536,,,
SSM Health Medical Group,"4120 N. Classen Blvd., Suite 100",Oklahoma City,OK,73118,,Clinic (or Outpatient Clinic),Internal Medicine,https://www.getcare.ssmhealth.com/locations/location-details/internal-medicine-4120-n-classen-blvd?specialty=Internal%20Medicine,"Oklahoma City, OK Metropolitan Statistical Area",36420.0,14785.97,91131.0,24.1,20.8,25.3,15.2,14.6,36.9,1400000.0,"Under 18: 24.1%, 18-34: 20.8%, 35-54: 25.3%, 55-64: 15.2%, 65+: 14.6%",Balanced Age Mix,781.0,17.355555555555554,64205.0,239818.0,1.0175455746946196,37.0,112.0,49.0,101.0,93.0,101.0,93.0,84.0,60.0,43.0,4.737516005121639,14.340588988476313,6.274007682458387,12.93213828425096,11.907810499359796,12.93213828425096,11.907810499359796,10.755441741357236,7.682458386683738,5.505761843790013,0.8140364597556957,1.2210546896335437,0.9157910172251577,1.1193001321640816,1.5263183620419294,65.37747875354108,High,#ff7f0e,16.855524079320112,78.04532577903683,119.07932011331444,72.2946175637394,13.257790368271952,23.943661971830984,19.07810499359796,35.4729886,-97.5170536,,,
SSM Health Medical Group,3400 N.W. 56th St.,Oklahoma City,OK,73112,,Clinic (or Outpatient Clinic),ENT-Otolaryngology,https://www.ssmhealth.com/locations/location-details/medical-group-otology-okc,"Oklahoma City, OK Metropolitan Statistical Area",36420.0,33713.232,91131.0,24.1,20.8,25.3,15.2,14.6,36.9,1400000.0,"Under 18: 24.1%, 18-34: 20.8%, 35-54: 25.3%, 55-64: 15.2%, 65+: 14.6%",Balanced Age Mix,1894.0,42.08888888888889,49541.0,193586.0,1.2204533474418793,90.0,272.0,119.0,246.0,227.0,246.0,227.0,204.0,147.0,106.0,4.7518479408658925,14.361140443505809,6.282998944033791,12.988384371700109,11.985216473072862,12.988384371700109,11.985216473072862,10.770855332629356,7.761351636747624,5.59662090813094,0.9763626779535036,1.464544016930255,1.0984080126976914,1.3424986821860674,1.830680021162819,66.32188385269122,High,#ff7f0e,43.23654390934844,81.48016997167139,138.66147308781868,11.225212464589235,23.063031161473088,24.12882787750792,19.1129883843717,35.4729886,-97.5170536,,,
SSM Health Surgery Center,1110 N. Lee Ave.,Oklahoma City,OK,73103,,Surgery Center (or Ambulatory Surgery Center – ASC),Surgery-General,https://www.ssmhealth.com/locations/location-details/st-anthony-midtown-outpatient-surgery-center,"Oklahoma City, OK Metropolitan Statistical Area",36420.0,4701.309,91131.0,24.1,20.8,25.3,15.2,14.6,36.9,1400000.0,"Under 18: 24.1%, 18-34: 20.8%, 35-54: 25.3%, 55-64: 15.2%, 65+: 14.6%",Balanced Age Mix,290.0,6.444444444444445,53909.0,220731.0,1.257303124959409,13.0,41.0,18.0,37.0,34.0,37.0,34.0,31.0,22.0,16.0,4.482758620689655,14.13793103448276,6.206896551724138,12.758620689655173,11.724137931034482,12.758620689655173,11.724137931034482,10.689655172413794,7.586206896551724,5.517241379310345,1.0058424999675275,1.5087637499512911,1.1315728124634683,1.3830334374553503,1.885954687439114,54.09985835694051,Medium,#2ca02c,8.427762039660056,81.86968838526913,115.50991501416428,29.05807365439093,9.29886685552408,23.79310344827586,18.620689655172413,35.4729886,-97.5170536,,,
Margaret Vessels Love Surgery Center,1000 N. Lee Ave.,Oklahoma City,OK,73102,,Surgery Center (or Ambulatory Surgery Center – ASC),,https://www.ssmhealth.com/locations/location-details/surgery-center-oklahoma-city,"Oklahoma City, OK Metropolitan Statistical Area",36420.0,4203.395,91131.0,24.1,20.8,25.3,15.2,14.6,36.9,1400000.0,"Under 18: 24.1%, 18-34: 20.8%, 35-54: 25.3%, 55-64: 15.2%, 65+: 14.6%",Balanced Age Mix,199.0,4.422222222222223,62008.0,249444.0,1.408659003713485,9.0,28.0,12.0,25.0,23.0,25.0,23.0,21.0,15.0,11.0,4.522613065326634,14.07035175879397,6.030150753768844,12.562814070351758,11.55778894472362,12.562814070351758,11.55778894472362,10.552763819095476,7.537688442211055,5.527638190954774,1.126927202970788,1.690390804456182,1.2677931033421366,1.5495249040848336,2.1129885055702275,61.18413597733711,High,#ff7f0e,5.382436260623229,95.9985835694051,111.44475920679884,60.80382436260624,6.168555240793201,23.618090452261303,18.592964824120603,35.4729886,-97.5170536,,,
SSM Health Medical Group,1000 N. Lee Ave.,Oklahoma City,OK,73102,,Clinic (or Outpatient Clinic),,https://www.ssmhealth.com/locations/location-details/st-anthony-physicians-group-interventional-radiology,"Oklahoma City, OK Metropolitan Statistical Area",36420.0,4203.395,91131.0,24.1,20.8,25.3,15.2,14.6,36.9,1400000.0,"Under 18: 24.1%, 18-34: 20.8%, 35-54: 25.3%, 55-64: 15.2%, 65+: 14.6%",Balanced Age Mix,199.0,4.422222222222223,62008.0,249444.0,1.408659003713485,9.0,28.0,12.0,25.0,23.0,25.0,23.0,21.0,15.0,11.0,4.522613065326634,14.07035175879397,6.030150753768844,12.562814070351758,11.55778894472362,12.562814070351758,11.55778894472362,10.552763819095476,7.537688442211055,5.527638190954774,1.126927202970788,1.690390804456182,1.2677931033421366,1.5495249040848336,2.1129885055702275,61.18413597733711,High,#ff7f0e,5.382436260623229,95.9985835694051,111.44475920679884,60.80382436260624,6.168555240793201,23.618090452261303,18.592964824120603,35.4729886,-97.5170536,,,
